Phase,Metrics
fine_tune,"{'pearson_cosine': 0.8487830124095782, 'spearman_cosine': 0.8075638307735835, 'pearson_manhattan': 0.8452899557685477, 'spearman_manhattan': 0.806849221162253, 'pearson_euclidean': 0.8453819766470481, 'spearman_euclidean': 0.8075638307735835, 'pearson_dot': 0.8487830082547383, 'spearman_dot': 0.8075636710319106, 'pearson_max': 0.8487830124095782, 'spearman_max': 0.8075638307735835}"
